| Фаза   | Таймер   | Ресурс | FEC                                                                    | CEC                                                                    |
| ФП     | 7714.4   | 1      | "48,7598.1,10,11; 49,7748.7,7,8"                                       | "51,7654.1,0,1; 50,7714.4,4,5"                                         |
| ФП     | 7714.4   | 1      | "48,7598.1,10,11; 49,7748.7,7,8"                                       | "51,7654.1,1,2; 50,7714.4,4,5"                                         |
| ФП     | 7714.4   | 1      | "48,7598.1,10,11; 49,7748.7,7,8; 52,7831.2,0,1"                        | "51,7654.1,2,3; 50,7714.4,4,5"                                         |
| ФП     | 7714.4   | 1      | "48,7598.1,10,11; 49,7748.7,7,8; 52,7831.2,0,1"                        | "51,7654.1,3,4; 50,7714.4,4,5"                                         |
| ФП     | 7714.4   | 1      | "48,7598.1,10,11; 51,7677.5,4,5; 49,7748.7,7,8; 52,7831.2,0,1"         | "50,7714.4,4,5"                                                        |
| ФП     | 7714.4   | 1      | "48,7598.1,10,11; 51,7677.5,4,5; 49,7748.7,7,8; 52,7831.2,0,1"         | "50,7714.4,5,6"                                                        |
| ФП     | 7714.4   | 2      | "48,7598.1,10,11; 51,7677.5,4,5; 49,7748.7,7,8; 52,7831.2,0,1"         | "50,7714.4,6,7"                                                        |
| ФКТ    | 7677.5   | 2      | "48,7598.1,10,11; 51,7677.5,4,5; 49,7748.7,7,8; 52,7831.2,0,1; 50,7903.1,7,8" | ""                                                                     |
| ФКТ    | 7677.5   | 2      | "51,7677.5,4,5; 49,7748.7,7,8; 52,7831.2,0,1; 50,7903.1,7,8"           | "48,7598.1,10,11"                                                      |
| ФП     | 7677.5   | 2      | "49,7748.7,7,8; 52,7831.2,0,1; 50,7903.1,7,8"                          | "48,7598.1,10,11; 51,7677.5,4,5"                                       |
| ФП     | 7677.5   | 2      | "49,7748.7,7,8; 52,7831.2,0,1; 50,7903.1,7,8"                          | "48,7598.1,11,11; 51,7677.5,4,5"                                       |
| ФП     | 7677.5   | 2      | "49,7748.7,7,8; 52,7831.2,0,1; 50,7903.1,7,8"                          | "51,7677.5,4,5"                                                        |
| ФП     | 7677.5   | 2      | "49,7748.7,7,8; 52,7831.2,0,1; 50,7903.1,7,8"                          | "51,7677.5,5,6"                                                        |
| ФКТ    | 7748.7   | 2      | "51,7677.5,5,6; 49,7748.7,7,8; 52,7831.2,0,1; 50,7903.1,7,8"           | ""                                                                     |
| ФКТ    | 7748.7   | 2      | "49,7748.7,7,8; 52,7831.2,0,1; 50,7903.1,7,8"                          | "51,7677.5,5,6"                                                        |
| ФП     | 7748.7   | 2      | "52,7831.2,0,1; 50,7903.1,7,8"                                         | "51,7677.5,5,6; 49,7748.7,7,8"                                         |
| ФП     | 7748.7   | 2      | "51,7677.5,5,6; 52,7831.2,0,1; 50,7903.1,7,8"                          | "49,7748.7,7,8"                                                        |
| ФП     | 7748.7   | 1      | "51,7677.5,5,6; 52,7831.2,0,1; 50,7903.1,7,8"                          | "49,7748.7,8,9"                                                        |
| ФП     | 7748.7   | 1      | "51,7677.5,5,6; 52,7831.2,0,1; 50,7903.1,7,8"                          | "49,7748.7,9,10"                                                       |
| ФКТ    | 7859.5   | 1      | "51,7677.5,5,6; 52,7831.2,0,1; 49,7859.5,10,11; 50,7903.1,7,8"         | ""                                                                     |
| ФКТ    | 7859.5   | 1      | "52,7831.2,0,1; 49,7859.5,10,11; 50,7903.1,7,8"                        | "51,7677.5,5,6"                                                        |
| ФКТ    | 7859.5   | 1      | "49,7859.5,10,11; 50,7903.1,7,8"                                       | "51,7677.5,5,6; 52,7831.2,0,1"                                         |
| ФП     | 7859.5   | 1      | "50,7903.1,7,8"                                                        | "51,7677.5,5,6; 52,7831.2,0,1; 49,7859.5,10,11"                        |
| ФП     | 7859.5   | 2      | "50,7903.1,7,8"                                                        | "51,7677.5,6,7; 52,7831.2,0,1; 49,7859.5,10,11"                        |
| ФП     | 7859.5   | 2      | "51,7877.4,7,8; 50,7903.1,7,8"                                         | "52,7831.2,0,1; 49,7859.5,10,11"                                       |
| ФП     | 7859.5   | 2      | "51,7877.4,7,8; 50,7903.1,7,8"                                         | "52,7831.2,1,2; 49,7859.5,10,11"                                       |
| ФП     | 7859.5   | 2      | "51,7877.4,7,8; 50,7903.1,7,8; 53,7979.8,0,1"                          | "52,7831.2,2,3; 49,7859.5,10,11"                                       |
| ФП     | 7859.5   | 2      | "51,7877.4,7,8; 50,7903.1,7,8; 53,7979.8,0,1"                          | "52,7831.2,3,4; 49,7859.5,10,11"                                       |
| ФП     | 7859.5   | 2      | "51,7877.4,7,8; 52,7884.3,4,5; 50,7903.1,7,8; 53,7979.8,0,1"           | "49,7859.5,10,11"                                                      |
| ФП     | 7859.5   | 2      | "51,7877.4,7,8; 52,7884.3,4,5; 50,7903.1,7,8; 53,7979.8,0,1"           | "49,7859.5,11,11"                                                      |
| ФКТ    | 7884.3   | 2      | "51,7877.4,7,8; 52,7884.3,4,5; 50,7903.1,7,8; 53,7979.8,0,1"           | ""                                                                     |
| ФКТ    | 7884.3   | 2      | "52,7884.3,4,5; 50,7903.1,7,8; 53,7979.8,0,1"                          | "51,7877.4,7,8"                                                        |
| ФП     | 7884.3   | 2      | "50,7903.1,7,8; 53,7979.8,0,1"                                         | "51,7877.4,7,8; 52,7884.3,4,5"                                         |
| ФП     | 7884.3   | 1      | "50,7903.1,7,8; 53,7979.8,0,1"                                         | "51,7877.4,8,9; 52,7884.3,4,5"                                         |
| ФП     | 7884.3   | 1      | "50,7903.1,7,8; 53,7979.8,0,1"                                         | "51,7877.4,9,10; 52,7884.3,4,5"                                        |
| ФП     | 7884.3   | 1      | "50,7903.1,7,8; 53,7979.8,0,1; 51,8066.1,10,11"                        | "52,7884.3,4,5"                                                        |
| ФП     | 7884.3   | 1      | "50,7903.1,7,8; 53,7979.8,0,1; 51,8066.1,10,11"                        | "52,7884.3,5,6"                                                        |
| ФП     | 7884.3   | 2      | "50,7903.1,7,8; 53,7979.8,0,1; 51,8066.1,10,11"                        | "52,7884.3,6,7"                                                        |
| ФКТ    | 8066.1   | 2      | "50,7903.1,7,8; 53,7979.8,0,1; 51,8066.1,10,11; 52,8078.3,7,8"         | ""                                                                     |
| ФКТ    | 8066.1   | 2      | "53,7979.8,0,1; 51,8066.1,10,11; 52,8078.3,7,8"                        | "50,7903.1,7,8"                                                        |
| ФКТ    | 8066.1   | 2      | "51,8066.1,10,11; 52,8078.3,7,8"                                       | "50,7903.1,7,8; 53,7979.8,0,1"                                         |
| ФП     | 8066.1   | 2      | "52,8078.3,7,8"                                                        | "50,7903.1,7,8; 53,7979.8,0,1; 51,8066.1,10,11"                        |
| ФП     | 8066.1   | 1      | "52,8078.3,7,8"                                                        | "50,7903.1,8,9; 53,7979.8,0,1; 51,8066.1,10,11"                        |
| ФП     | 8066.1   | 1      | "52,8078.3,7,8"                                                        | "50,7903.1,9,10; 53,7979.8,0,1; 51,8066.1,10,11"                       |
| ФП     | 8066.1   | 1      | "50,8001.5,10,11; 52,8078.3,7,8"                                       | "53,7979.8,0,1; 51,8066.1,10,11"                                       |
| ФП     | 8066.1   | 1      | "50,8001.5,10,11; 52,8078.3,7,8"                                       | "53,7979.8,1,2; 51,8066.1,10,11"                                       |
| ФП     | 8066.1   | 1      | "50,8001.5,10,11; 52,8078.3,7,8; 54,8171.1,0,1"                        | "53,7979.8,2,3; 51,8066.1,10,11"                                       |
| ФП     | 8066.1   | 1      | "50,8001.5,10,11; 52,8078.3,7,8; 54,8171.1,0,1"                        | "53,7979.8,3,4; 51,8066.1,10,11"                                       |
| ФП     | 8066.1   | 1      | "50,8001.5,10,11; 53,8018.7,4,5; 52,8078.3,7,8; 54,8171.1,0,1"         | "51,8066.1,10,11"                                                      |
| ФП     | 8066.1   | 1      | "50,8001.5,10,11; 53,8018.7,4,5; 52,8078.3,7,8; 54,8171.1,0,1"         | "51,8066.1,11,11"                                                      |
| ФКТ    | 8018.7   | 1      | "50,8001.5,10,11; 53,8018.7,4,5; 52,8078.3,7,8; 54,8171.1,0,1"         | ""                                                                     |
| ФКТ    | 8018.7   | 1      | "53,8018.7,4,5; 52,8078.3,7,8; 54,8171.1,0,1"                          | "50,8001.5,10,11"                                                      |
| ФП     | 8018.7   | 1      | "52,8078.3,7,8; 54,8171.1,0,1"                                         | "50,8001.5,10,11; 53,8018.7,4,5"                                       |
| ФП     | 8018.7   | 1      | "52,8078.3,7,8; 54,8171.1,0,1"                                         | "50,8001.5,11,11; 53,8018.7,4,5"                                       |
| ФП     | 8018.7   | 1      | "52,8078.3,7,8; 54,8171.1,0,1"                                         | "53,8018.7,4,5"                                                        |
| ФП     | 8018.7   | 1      | "52,8078.3,7,8; 54,8171.1,0,1"                                         | "53,8018.7,5,6"                                                        |
| ФП     | 8018.7   | 2      | "52,8078.3,7,8; 54,8171.1,0,1"                                         | "53,8018.7,6,7"                                                        |
| ФКТ    | 8078.3   | 2      | "52,8078.3,7,8; 54,8171.1,0,1; 53,8209.6,7,8"                          | ""                                                                     |
| ФП     | 8078.3   | 2      | "54,8171.1,0,1; 53,8209.6,7,8"                                         | "52,8078.3,7,8"                                                        |
| ФП     | 8078.3   | 1      | "54,8171.1,0,1; 53,8209.6,7,8"                                         | "52,8078.3,8,9"                                                        |
| ФП     | 8078.3   | 1      | "54,8171.1,0,1; 53,8209.6,7,8"                                         | "52,8078.3,9,10"                                                       |
| ФКТ    | 8137.3   | 1      | "52,8137.3,10,11; 54,8171.1,0,1; 53,8209.6,7,8"                        | ""                                                                     |
| ФП     | 8137.3   | 1      | "54,8171.1,0,1; 53,8209.6,7,8"                                         | "52,8137.3,10,11"                                                      |
| ФП     | 8137.3   | 1      | "54,8171.1,0,1; 53,8209.6,7,8"                                         | "52,8137.3,11,11"                                                      |
| ФКТ    | 8171.1   | 1      | "54,8171.1,0,1; 53,8209.6,7,8"                                         | ""                                                                     |
| ФП     | 8171.1   | 1      | "53,8209.6,7,8"                                                        | "54,8171.1,0,1"                                                        |
| ФП     | 8171.1   | 1      | "53,8209.6,7,8"                                                        | "54,8171.1,1,2"                                                        |
| ФП     | 8171.1   | 1      | "53,8209.6,7,8; 55,8287.4,0,1"                                         | "54,8171.1,2,3"                                                        |
| ФП     | 8171.1   | 1      | "53,8209.6,7,8; 55,8287.4,0,1"                                         | "54,8171.1,3,4"                                                        |
| ФКТ    | 8296.0   | 1      | "53,8209.6,7,8; 55,8287.4,0,1; 54,8296.0,4,5"                          | ""                                                                     |
| ФКТ    | 8296.0   | 1      | "55,8287.4,0,1; 54,8296.0,4,5"                                         | "53,8209.6,7,8"                                                        |
| ФКТ    | 8296.0   | 1      | "54,8296.0,4,5"                                                        | "53,8209.6,7,8; 55,8287.4,0,1"                                         |
| ФП     | 8296.0   | 1      | ""                                                                     | "53,8209.6,7,8; 55,8287.4,0,1; 54,8296.0,4,5"                          |
| ФП     | 8296.0   | 0      | ""                                                                     | "53,8209.6,8,9; 55,8287.4,0,1; 54,8296.0,4,5"                          |
| ФП     | 8296.0   | 0      | ""                                                                     | "53,8209.6,9,10; 55,8287.4,0,1; 54,8296.0,4,5"                         |
| ФП     | 8296.0   | 0      | "53,8358.0,10,11"                                                      | "55,8287.4,0,1; 54,8296.0,4,5"                                         |
| ФП     | 8296.0   | 0      | "53,8358.0,10,11"                                                      | "55,8287.4,1,2; 54,8296.0,4,5"                                         |
| ФП     | 8296.0   | 0      | "53,8358.0,10,11; 56,8417.1,0,1"                                       | "55,8287.4,2,3; 54,8296.0,4,5"                                         |
| ФП     | 8296.0   | 0      | "53,8358.0,10,11; 56,8417.1,0,1"                                       | "55,8287.4,3,4; 54,8296.0,4,5"                                         |
| ФП     | 8296.0   | 0      | "55,8287.4,3,4; 53,8358.0,10,11; 56,8417.1,0,1"                        | "54,8296.0,4,5"                                                        |
| ФП     | 8296.0   | 0      | "55,8287.4,3,4; 53,8358.0,10,11; 56,8417.1,0,1"                        | "54,8296.0,5,6"                                                        |
| ФП     | 8296.0   | 1      | "55,8287.4,3,4; 53,8358.0,10,11; 56,8417.1,0,1"                        | "54,8296.0,6,7"                                                        |
| ФКТ    | 8358.0   | 1      | "55,8287.4,3,4; 53,8358.0,10,11; 56,8417.1,0,1; 54,8478.7,7,8"         | ""                                                                     |
| ФКТ    | 8358.0   | 1      | "53,8358.0,10,11; 56,8417.1,0,1; 54,8478.7,7,8"                        | "55,8287.4,3,4"                                                        |
| ФП     | 8358.0   | 1      | "56,8417.1,0,1; 54,8478.7,7,8"                                         | "55,8287.4,3,4; 53,8358.0,10,11"                                       |
| ФП     | 8358.0   | 1      | "55,8352.7,4,5; 56,8417.1,0,1; 54,8478.7,7,8"                          | "53,8358.0,10,11"                                                      |
| ФП     | 8358.0   | 1      | "55,8352.7,4,5; 56,8417.1,0,1; 54,8478.7,7,8"                          | "53,8358.0,11,11"                                                      |
| ФКТ    | 8352.7   | 1      | "55,8352.7,4,5; 56,8417.1,0,1; 54,8478.7,7,8"                          | ""                                                                     |
| ФП     | 8352.7   | 1      | "56,8417.1,0,1; 54,8478.7,7,8"                                         | "55,8352.7,4,5"                                                        |
| ФП     | 8352.7   | 1      | "56,8417.1,0,1; 54,8478.7,7,8"                                         | "55,8352.7,5,6"                                                        |
| ФП     | 8352.7   | 2      | "56,8417.1,0,1; 54,8478.7,7,8"                                         | "55,8352.7,6,7"                                                        |
| ФКТ    | 8417.1   | 2      | "56,8417.1,0,1; 54,8478.7,7,8; 55,8548.8,7,8"                          | ""                                                                     |
| ФП     | 8417.1   | 2      | "54,8478.7,7,8; 55,8548.8,7,8"                                         | "56,8417.1,0,1"                                                        |
| ФП     | 8417.1   | 2      | "54,8478.7,7,8; 55,8548.8,7,8"                                         | "56,8417.1,1,2"                                                        |
| ФП     | 8417.1   | 2      | "54,8478.7,7,8; 57,8533.9,0,1; 55,8548.8,7,8"                          | "56,8417.1,2,3"                                                        |
| ФП     | 8417.1   | 2      | "54,8478.7,7,8; 57,8533.9,0,1; 55,8548.8,7,8"                          | "56,8417.1,3,4"                                                        |
| ФКТ    | 8441.1   | 2      | "56,8441.1,4,5; 54,8478.7,7,8; 57,8533.9,0,1; 55,8548.8,7,8"           | ""                                                                     |
| ФП     | 8441.1   | 2      | "54,8478.7,7,8; 57,8533.9,0,1; 55,8548.8,7,8"                          | "56,8441.1,4,5"                                                        |
| ФП     | 8441.1   | 2      | "54,8478.7,7,8; 57,8533.9,0,1; 55,8548.8,7,8"                          | "56,8441.1,5,6"                                                        |
| ФКТ    | 8478.7   | 2      | "56,8441.1,5,6; 54,8478.7,7,8; 57,8533.9,0,1; 55,8548.8,7,8"           | ""                                                                     |
| ФКТ    | 8478.7   | 2      | "54,8478.7,7,8; 57,8533.9,0,1; 55,8548.8,7,8"                          | "56,8441.1,5,6"                                                        |
| ФП     | 8478.7   | 2      | "57,8533.9,0,1; 55,8548.8,7,8"                                         | "56,8441.1,5,6; 54,8478.7,7,8"                                         |
| ФП     | 8478.7   | 2      | "56,8441.1,5,6; 57,8533.9,0,1; 55,8548.8,7,8"                          | "54,8478.7,7,8"                                                        |
| ФП     | 8478.7   | 1      | "56,8441.1,5,6; 57,8533.9,0,1; 55,8548.8,7,8"                          | "54,8478.7,8,9"                                                        |
| ФП     | 8478.7   | 1      | "56,8441.1,5,6; 57,8533.9,0,1; 55,8548.8,7,8"                          | "54,8478.7,9,10"                                                       |
| ФКТ    | 8676.2   | 1      | "56,8441.1,5,6; 57,8533.9,0,1; 55,8548.8,7,8; 54,8676.2,10,11"         | ""                                                                     |
| ФКТ    | 8676.2   | 1      | "57,8533.9,0,1; 55,8548.8,7,8; 54,8676.2,10,11"                        | "56,8441.1,5,6"                                                        |
| ФКТ    | 8676.2   | 1      | "55,8548.8,7,8; 54,8676.2,10,11"                                       | "56,8441.1,5,6; 57,8533.9,0,1"                                         |
| ФКТ    | 8676.2   | 1      | "54,8676.2,10,11"                                                      | "56,8441.1,5,6; 57,8533.9,0,1; 55,8548.8,7,8"                          |
| ФП     | 8676.2   | 1      | ""                                                                     | "56,8441.1,5,6; 57,8533.9,0,1; 55,8548.8,7,8; 54,8676.2,10,11"         |
| ФП     | 8676.2   | 2      | ""                                                                     | "56,8441.1,6,7; 57,8533.9,0,1; 55,8548.8,7,8; 54,8676.2,10,11"         |
| ФП     | 8676.2   | 2      | "56,8611.7,7,8"                                                        | "57,8533.9,0,1; 55,8548.8,7,8; 54,8676.2,10,11"                        |
| ФП     | 8676.2   | 2      | "56,8611.7,7,8"                                                        | "57,8533.9,1,2; 55,8548.8,7,8; 54,8676.2,10,11"                        |
| ФП     | 8676.2   | 2      | "56,8611.7,7,8; 58,8804.8,0,1"                                         | "57,8533.9,2,3; 55,8548.8,7,8; 54,8676.2,10,11"                        |
| ФП     | 8676.2   | 2      | "56,8611.7,7,8; 58,8804.8,0,1"                                         | "57,8533.9,3,4; 55,8548.8,7,8; 54,8676.2,10,11"                        |
| ФП     | 8676.2   | 2      | "57,8609.0,4,5; 56,8611.7,7,8; 58,8804.8,0,1"                          | "55,8548.8,7,8; 54,8676.2,10,11"                                       |
| ФП     | 8676.2   | 1      | "57,8609.0,4,5; 56,8611.7,7,8; 58,8804.8,0,1"                          | "55,8548.8,8,9; 54,8676.2,10,11"                                       |
| ФП     | 8676.2   | 1      | "57,8609.0,4,5; 56,8611.7,7,8; 58,8804.8,0,1"                          | "55,8548.8,9,10; 54,8676.2,10,11"                                      |
| ФП     | 8676.2   | 1      | "57,8609.0,4,5; 56,8611.7,7,8; 55,8724.8,10,11; 58,8804.8,0,1"         | "54,8676.2,10,11"                                                      |
| ФП     | 8676.2   | 1      | "57,8609.0,4,5; 56,8611.7,7,8; 55,8724.8,10,11; 58,8804.8,0,1"         | "54,8676.2,11,11"                                                      |
| ФКТ    | 8724.8   | 1      | "57,8609.0,4,5; 56,8611.7,7,8; 55,8724.8,10,11; 58,8804.8,0,1"         | ""                                                                     |
| ФКТ    | 8724.8   | 1      | "56,8611.7,7,8; 55,8724.8,10,11; 58,8804.8,0,1"                        | "57,8609.0,4,5"                                                        |
| ФКТ    | 8724.8   | 1      | "55,8724.8,10,11; 58,8804.8,0,1"                                       | "57,8609.0,4,5; 56,8611.7,7,8"                                         |
| ФП     | 8724.8   | 1      | "58,8804.8,0,1"                                                        | "57,8609.0,4,5; 56,8611.7,7,8; 55,8724.8,10,11"                        |
| ФП     | 8724.8   | 1      | "58,8804.8,0,1"                                                        | "57,8609.0,5,6; 56,8611.7,7,8; 55,8724.8,10,11"                        |
| ФП     | 8724.8   | 2      | "58,8804.8,0,1"                                                        | "57,8609.0,6,7; 56,8611.7,7,8; 55,8724.8,10,11"                        |
| ФП     | 8724.8   | 2      | "58,8804.8,0,1; 57,8806.2,7,8"                                         | "56,8611.7,7,8; 55,8724.8,10,11"                                       |
| ФП     | 8724.8   | 1      | "58,8804.8,0,1; 57,8806.2,7,8"                                         | "56,8611.7,8,9; 55,8724.8,10,11"                                       |
| ФП     | 8724.8   | 1      | "58,8804.8,0,1; 57,8806.2,7,8"                                         | "56,8611.7,9,10; 55,8724.8,10,11"                                      |
| ФП     | 8724.8   | 1      | "56,8662.6,10,11; 58,8804.8,0,1; 57,8806.2,7,8"                        | "55,8724.8,10,11"                                                      |
| ФП     | 8724.8   | 1      | "56,8662.6,10,11; 58,8804.8,0,1; 57,8806.2,7,8"                        | "55,8724.8,11,11"                                                      |
| ФКТ    | 8662.6   | 1      | "56,8662.6,10,11; 58,8804.8,0,1; 57,8806.2,7,8"                        | ""                                                                     |
| ФП     | 8662.6   | 1      | "58,8804.8,0,1; 57,8806.2,7,8"                                         | "56,8662.6,10,11"                                                      |
| ФП     | 8662.6   | 1      | "58,8804.8,0,1; 57,8806.2,7,8"                                         | "56,8662.6,11,11"                                                      |
| ФКТ    | 8804.8   | 1      | "58,8804.8,0,1; 57,8806.2,7,8"                                         | ""                                                                     |
| ФП     | 8804.8   | 1      | "57,8806.2,7,8"                                                        | "58,8804.8,0,1"                                                        |
| ФП     | 8804.8   | 1      | "57,8806.2,7,8"                                                        | "58,8804.8,1,2"                                                        |
| ФП     | 8804.8   | 1      | "57,8806.2,7,8; 59,8923.4,0,1"                                         | "58,8804.8,2,3"                                                        |
| ФП     | 8804.8   | 1      | "57,8806.2,7,8; 59,8923.4,0,1"                                         | "58,8804.8,3,4"                                                        |
| ФКТ    | 8903.8   | 1      | "57,8806.2,7,8; 58,8903.8,4,5; 59,8923.4,0,1"                          | ""                                                                     |
| ФКТ    | 8903.8   | 1      | "58,8903.8,4,5; 59,8923.4,0,1"                                         | "57,8806.2,7,8"                                                        |
| ФП     | 8903.8   | 1      | "59,8923.4,0,1"                                                        | "57,8806.2,7,8; 58,8903.8,4,5"                                         |
| ФП     | 8903.8   | 0      | "59,8923.4,0,1"                                                        | "57,8806.2,8,9; 58,8903.8,4,5"                                         |
| ФП     | 8903.8   | 0      | "59,8923.4,0,1"                                                        | "57,8806.2,9,10; 58,8903.8,4,5"                                        |
| ФП     | 8903.8   | 0      | "59,8923.4,0,1; 57,8963.8,10,11"                                       | "58,8903.8,4,5"                                                        |
| ФП     | 8903.8   | 0      | "59,8923.4,0,1; 57,8963.8,10,11"                                       | "58,8903.8,5,6"                                                        |
| ФП     | 8903.8   | 1      | "59,8923.4,0,1; 57,8963.8,10,11"                                       | "58,8903.8,6,7"                                                        |
| ФКТ    | 8963.8   | 1      | "59,8923.4,0,1; 57,8963.8,10,11; 58,9099.2,7,8"                        | ""                                                                     |
| ФКТ    | 8963.8   | 1      | "57,8963.8,10,11; 58,9099.2,7,8"                                       | "59,8923.4,0,1"                                                        |
| ФП     | 8963.8   | 1      | "58,9099.2,7,8"                                                        | "59,8923.4,0,1; 57,8963.8,10,11"                                       |
| ФП     | 8963.8   | 1      | "58,9099.2,7,8"                                                        | "59,8923.4,1,2; 57,8963.8,10,11"                                       |
| ФП     | 8963.8   | 1      | "60,9083.5,0,1; 58,9099.2,7,8"                                         | "59,8923.4,2,3; 57,8963.8,10,11"                                       |
| ФП     | 8963.8   | 1      | "60,9083.5,0,1; 58,9099.2,7,8"                                         | "59,8923.4,3,4; 57,8963.8,10,11"                                       |
| ФП     | 8963.8   | 1      | "59,8973.9,4,5; 60,9083.5,0,1; 58,9099.2,7,8"                          | "57,8963.8,10,11"                                                      |
| ФП     | 8963.8   | 1      | "59,8973.9,4,5; 60,9083.5,0,1; 58,9099.2,7,8"                          | "57,8963.8,11,11"                                                      |
| ФКТ    | 8973.9   | 1      | "59,8973.9,4,5; 60,9083.5,0,1; 58,9099.2,7,8"                          | ""                                                                     |
| ФП     | 8973.9   | 1      | "60,9083.5,0,1; 58,9099.2,7,8"                                         | "59,8973.9,4,5"                                                        |
| ФП     | 8973.9   | 1      | "60,9083.5,0,1; 58,9099.2,7,8"                                         | "59,8973.9,5,6"                                                        |
| ФП     | 8973.9   | 2      | "60,9083.5,0,1; 58,9099.2,7,8"                                         | "59,8973.9,6,7"                                                        |
| ФКТ    | 9083.5   | 2      | "60,9083.5,0,1; 58,9099.2,7,8; 59,9155.5,7,8"                          | ""                                                                     |
| ФП     | 9083.5   | 2      | "58,9099.2,7,8; 59,9155.5,7,8"                                         | "60,9083.5,0,1"                                                        |
| ФП     | 9083.5   | 2      | "58,9099.2,7,8; 59,9155.5,7,8"                                         | "60,9083.5,1,2"                                                        |
| ФП     | 9083.5   | 2      | "58,9099.2,7,8; 59,9155.5,7,8; 61,9194.6,0,1"                          | "60,9083.5,2,3"                                                        |
| ФП     | 9083.5   | 2      | "58,9099.2,7,8; 59,9155.5,7,8; 61,9194.6,0,1"                          | "60,9083.5,3,4"                                                        |
| ФКТ    | 9275.7   | 2      | "58,9099.2,7,8; 59,9155.5,7,8; 61,9194.6,0,1; 60,9275.7,4,5"           | ""                                                                     |
| ФКТ    | 9275.7   | 2      | "59,9155.5,7,8; 61,9194.6,0,1; 60,9275.7,4,5"                          | "58,9099.2,7,8"                                                        |
| ФКТ    | 9275.7   | 2      | "61,9194.6,0,1; 60,9275.7,4,5"                                         | "58,9099.2,7,8; 59,9155.5,7,8"                                         |
| ФКТ    | 9275.7   | 2      | "60,9275.7,4,5"                                                        | "58,9099.2,7,8; 59,9155.5,7,8; 61,9194.6,0,1"                          |
| ФП     | 9275.7   | 2      | ""                                                                     | "58,9099.2,7,8; 59,9155.5,7,8; 61,9194.6,0,1; 60,9275.7,4,5"           |
| ФП     | 9275.7   | 1      | ""                                                                     | "58,9099.2,8,9; 59,9155.5,7,8; 61,9194.6,0,1; 60,9275.7,4,5"           |
| ФП     | 9275.7   | 1      | ""                                                                     | "58,9099.2,9,10; 59,9155.5,7,8; 61,9194.6,0,1; 60,9275.7,4,5"          |
| ФП     | 9275.7   | 1      | "58,9126.6,10,11"                                                      | "59,9155.5,7,8; 61,9194.6,0,1; 60,9275.7,4,5"                          |
| ФП     | 9275.7   | 0      | "58,9126.6,10,11"                                                      | "59,9155.5,8,9; 61,9194.6,0,1; 60,9275.7,4,5"                          |
| ФП     | 9275.7   | 0      | "58,9126.6,10,11"                                                      | "59,9155.5,9,10; 61,9194.6,0,1; 60,9275.7,4,5"                         |
| ФП     | 9275.7   | 0      | "58,9126.6,10,11; 59,9182.1,10,11"                                     | "61,9194.6,0,1; 60,9275.7,4,5"                                         |
| ФП     | 9275.7   | 0      | "58,9126.6,10,11; 59,9182.1,10,11"                                     | "61,9194.6,1,2; 60,9275.7,4,5"                                         |
| ФП     | 9275.7   | 0      | "58,9126.6,10,11; 59,9182.1,10,11; 62,9395.2,0,1"                      | "61,9194.6,2,3; 60,9275.7,4,5"                                         |
| ФП     | 9275.7   | 0      | "58,9126.6,10,11; 59,9182.1,10,11; 62,9395.2,0,1"                      | "61,9194.6,3,4; 60,9275.7,4,5"                                         |
| ФП     | 9275.7   | 0      | "58,9126.6,10,11; 59,9182.1,10,11; 61,9319.1,4,5; 62,9395.2,0,1"       | "60,9275.7,4,5"                                                        |
| ФП     | 9275.7   | 0      | "58,9126.6,10,11; 59,9182.1,10,11; 61,9319.1,4,5; 62,9395.2,0,1"       | "60,9275.7,5,6"                                                        |
| ФП     | 9275.7   | 1      | "58,9126.6,10,11; 59,9182.1,10,11; 61,9319.1,4,5; 62,9395.2,0,1"       | "60,9275.7,6,7"                                                        |
| ФКТ    | 9319.1   | 1      | "58,9126.6,10,11; 59,9182.1,10,11; 61,9319.1,4,5; 62,9395.2,0,1; 60,9454.9,7,8" | ""                                                                     |
| ФКТ    | 9319.1   | 1      | "59,9182.1,10,11; 61,9319.1,4,5; 62,9395.2,0,1; 60,9454.9,7,8"         | "58,9126.6,10,11"                                                      |
| ФКТ    | 9319.1   | 1      | "61,9319.1,4,5; 62,9395.2,0,1; 60,9454.9,7,8"                          | "58,9126.6,10,11; 59,9182.1,10,11"                                     |
| ФП     | 9319.1   | 1      | "62,9395.2,0,1; 60,9454.9,7,8"                                         | "58,9126.6,10,11; 59,9182.1,10,11; 61,9319.1,4,5"                      |
| ФП     | 9319.1   | 1      | "62,9395.2,0,1; 60,9454.9,7,8"                                         | "58,9126.6,11,11; 59,9182.1,10,11; 61,9319.1,4,5"                      |
| ФП     | 9319.1   | 1      | "62,9395.2,0,1; 60,9454.9,7,8"                                         | "59,9182.1,10,11; 61,9319.1,4,5"                                       |
| ФП     | 9319.1   | 1      | "62,9395.2,0,1; 60,9454.9,7,8"                                         | "59,9182.1,11,11; 61,9319.1,4,5"                                       |
| ФП     | 9319.1   | 1      | "62,9395.2,0,1; 60,9454.9,7,8"                                         | "61,9319.1,4,5"                                                        |
| ФП     | 9319.1   | 1      | "62,9395.2,0,1; 60,9454.9,7,8"                                         | "61,9319.1,5,6"                                                        |
| ФП     | 9319.1   | 2      | "62,9395.2,0,1; 60,9454.9,7,8"                                         | "61,9319.1,6,7"                                                        |
